"4","GREAT FOR THE CAR","I bought this CD player for my mother, who has never owned a CD in her life. She jogs and also has a tape player in her car so i bought the Jogger with the car hook-up. She has not stopped raving about it! She can't believe the improvement in the sound quality. So if you are looking for a good car hook-up and are worried that the sound won't be good, I will vouch that it is at the very least an improvement from a tape player. Her car is a 98 and in good condition so that may help the sound quality. I read a review saying that the sound quality was terrible, but I have to say that was probably an old car with a bad tape player. Also, you can't expect a portable CD player with a car hook-up to sound as good as a regular full sized CD player, especially for $70. For the quality and price i give it 4 stars."
"3","Humble beginnings for this great band...","If my memory serves me correct, this was the band's debut album, and except for the great track ""Electricity"", this album has little else to offer. Many of the tracks are very much in the experimental stage, and overall production was a bit weak. ""Dazzle Ships"" is another very experimental album of theirs, but there the band's experience and artistic flair really comes through well. Although I rate this as their poorest effort, the album is a must for the true OMD fan - even if only to hear the humble beginnings of this great band.If you do not own any OMD music, then perhaps the ""Best Of"" compilation is the place to start. If you already own that, then maybe move to ""The Pacific Age"" or ""Crush"" next, especially if you're a recent OMD fan. Hardcore fans should find this album interesting and worthwhile to own, but keep those expectations down."
"3","Bent fairy tales","If you like fairy tales that turn the genre traditions on their head, this is the book for you. Contains: ""Little Polly Riding Hood"" by Catherine Starr; ""The Gentle Knight"" by Richard Schickel; ""The Faithful Bull"" by Ernest Hemingway (yes, THAT Hemingway); ""The Signal"" by Jack Sendak; ""Princess Dahli"" by Tanith Lee; ""Molly Mullett"" by Patricia Coombs; ""Gudgekin the Thistle Girl"" by John Gardner; ""The Cat-King's Daughter"" by Lloyd Alexander; ""The White Seal Maid"" by Jane Yolen (a bittersweet tale of love and sacrifice); ""The Dark Princess"" by Richard Kennedy; ""Petronella"" by Jay Williams; ""The Wrestling Princess"" by Judy Corbalis (this, along with ""Petronella"", was my favorite. Both had strong female leads and great characterization); ""The Enchanter's Daughter"" by Antonia Barber; ""The Story of the Eldest Princess"" by A.S. Wyatt; and ""The Outspoken Princess"" by Dov Mir."
"5","An Unearthed Jewel","Lisa Ekdahl's fragile voice is the perfect foil for the cool jazz of the Peter Nordahl Trio. The simplicity of the music and song becomes more and more enchanting with each play. Her Scandanavian accent lends just enough uniqueness to these standards to keep them fresh and enjoyable."
"1","Returned for repair unsatisfactory","After little use and only four months after purchase, the power button failed to turn camera off. I returned it for repair and they sent it back saying it was beyond economic repair, due to liquid damage. It was never exposed to any liquid to my knowledge."
"3","Not bad at all, but...","I've had this camera for about a year or so. It was a gift, mainly just to capture those moments in life that you just need to catch.That's what my dad said when he gave it to me anyway.I read all the one star reviews, and I'm happy to say that nothing like what is described in those reviews ever happened to me.I'm not a photography student, but I know if you are seriously into photography this is not the camera for you.Pros; durable, very nice picture quality, nice to look at, many choices of types of shooting to choose from.Cons; horrible battery life (Recommend investing in a lot of rechargeable batteries.) and, this may just be the memory card, but sometimes it takes so long between pictures.Overall, a very nice camera for the average picture taker."
"3","Zoom Disappointment","We have had this camera 18 months and purchased it for the 4x Zoom and 7.1 megapizels. It takes great photos if you have good light and don't use the max zoom. The shutter speed is slow and it won't take photos of moving objects (i.e., my husband and son in a lazy river). Plus the battery life is terrible and rechargable don't last very long.Speed between photos is also slow so I can't capture my little guy doing silly stuff."
"3","Too bulky for a point-and-shoot","I owned this product for 3 years.Pros:-Affordable-Uses AA batteries (very convenient)-Big display screen-Good flash-Good zoomCons:-Drains batteries quickly-Quality of pictures not that sharp for the average joe or experienced photographer-Too bulky for pockets"
"4","GREAT CAMERA","EVERYTHING ABOUT THE CAMERA IS GREAT, EXCEPT THEY ONLY WENT WITH A 2 BATTERY SYSTEM. THAT MAKES THE BATTERIES NOT LAST AS LONG AS A 4 BATTERY ONE. THAT'S THE ONLY THING WRONG. CANNON MAKES A VERY GOOD PRODUCT IN ALL RESPECTS."
"2","camera batteries","I think this is a complicated camera, gonna take some time to learn. I am very surprised at the battery consumption. I have not used it and the batteries are already low."
"3","broke","we had 1 year and had 2 replace or get a re-furbished one. great pics but not durable. liked the size."
"3","Well...","The camera works well and takes great pictures. This is the most important aspect. It was described as being in ""new"" condition, very few scratches. I was disappointed in the condition. It can hardly be described as new. It has dents and scratches. The display has scratches. The most disconcerting thing is the body of the camera feels loose, like it has been dropped at some point. The bottom line is, as long as it works it is worth the price. There were other sellers with the same camera, which might have been better choices."
"2","Canon Powershot A560 Review","I've had this camera for four years and I dislike it very much. The picture quality is atrocious. After a while (depending on how much you use the camera), the camera breaks. The lens cover stopped opening and closing as I powered on and off the camera. Batteries for this camera are a huge expense. Regular batteries only last about 15-20 minutes (also depending on how much you use it) and even if you use lithium batteries they do not last that long. Also the interval between taking pictures is very slow. Another part to thins camera breaking is that half of the settings on mine don't work or broke. The automatic setting breaks quickly and also the camera takes terrible low light pictures, even on the night setting. If you are thinking about getting this camera, I recommend getting a different one."
"3","I hope Canon fixed the lens","My employer provided me with the older A 530 model. It's OK, but the lens has VERY noticeable barrel distortion at the wide end, enough to ruin shots that show buildings or anything else with straight lines (like the ocean horizon). If the 560 has the same lens (and the numbers look the same), then I can't recommend it, even at the price. I hope others will tell me that the newer models have fixed this problem."
"5","AMAZING!","I have an aunt that is a hair stylist, she gave me a perm because I wanted one, But I wanted spiral curls. But due to all the previous damage to my hair from it going from dark brown to blonde and such it was a mess and it was very poofy. So I had a friend who told me about this product. Before I had the perm I could just get right out of the shower let my hair dry and it was perfectly straight! Now after the perm and then this treatment its back to normal! I can't begin to tell you how happy I am to have my hair back to normal!!"
"1","Sport Diver II Camera","I used this camera once and have no good photos to show for it. It took 5 frames then skipped several and took 2 more, then nothing for the rest of the roll. We swam with sharks and I have nothing to show for it. Should have bought a disposable one."
"3","Nice sock but would not consider plus size","Good quality sock, but not really plus size in the ankle/leg area. Did not seem stretchy enough. I will have to pass them on to my boys who wear 8 men's size."
"1","piece of junk","a while ago my cd player broke, i decided to let it r.i.p. and take my mom's, cos she never uses it. the minute i started listening to it i was disgusted. by what you ask? the same problems as everyone else:*it's flimsy and breaks very easily, and i'm one of those people who uses the special spot on their backpack for cd players.*it skips like a mofo.*THE WHITE NOISE!!!!!*AAA batteries are annoying.*volume doesn't go up that loud.*the ""surround mode"" [...stinks] so bad and makes good music sound [...bad].*the headphones are junk.there is one good thing about it:*it's slim and tiny, but it still has a nice big LCD."
"2","Not pleased","These wireless headphones were easy to install and use but have too much static and are easily blocked so if you even try to adjust them on your ears, you can lose reception for a few seconds. I also don't like the behind the head construction. I wouldn't buy them again. I have a pair of wireless headphones I can use with my PC that work much better, with much nicer sound quality and range."
"4","Nice, cheap wireless headphones.","I purchased these headphones as a cheap solution for hearing the tv while using a loud treadmill fan. The headphones work well.The headphones do not exactly fit my big head but it's good enough. I wear them as much as 45 minutes at a time without issue. Note that these are infra red headphones so you need a clear line of sight between the headphones and the transmitter. At least when u do lose the signal, you dont get the loud static noise in your ear."
"3","Lower Your Expectations...","It's a paradox: even though one good idea or piece of wisdom can expand life infinitely,because of the expense of this program, people considering buying it should be aware that it may be much shorter than they expected (some tapes only run 25 minutes a side), that the speakers even repeat the same anecdotes, and that much of the material is quoted from other sources (particularly poets). The program includes some GEMS, particularly from Deepak Chopra.(I found the tone of the Dyer contributions condescending.) Still, for a person truly looking for ""what it's all about"" (on a limited budget!), I would recommend the ""Living, Healing & Being"" audio series by Mitchell May or ""Creating Your Heart's Desire"" by Sonia Choquette. In closing I would like to say that the speakers' good intentions in creating their program are tangible and thus I hesitated to write this, but for the price, I feel the buyer deserves more."
"5","Simply Love is Simply Class","The purity of Kay's voice is breathtaking! She really knows how to manifest in her songs the heart and soul of a beautiful person. The exquisitely lyrical music, and of course the lyrics themselves, shows an artist of depth beyond her years. She has a great voice that can really touch your heart."
"4","One of the best family films I've seen.","This is a touching, funny film. Definitely for the whole family. Two bumbling ex-con's are suspected of kidnapping a little girl, when in reality she had runaway from home because her parents were to busy to pay attention to her. The ex-cons want to return her but they don't think anyone will believe their side of the story and the little girl is in no hurry to return to her parents. I've looking to buy this film since I first saw it in 1982."
"3","Not the best quality but okay for the price I paid.","The quality of the movie was less then par. It looked like someone took the original vhs and just copied it onto a dvd. I can't really complain though. The price I paid gave me the quality I deserved, I guess.... So to sum it up. Great price for vhs quality movie."
"4","I loved this movie...","I loved this movie when I was five. I even insisted that we name my little sister Savannah. I can't say that I'd stand in line to see this movie again, but if you have a five year old, it's sure to be a hit."
"5","Why?","I am just wondering why Savannah Smiles is not being made? I think it is a must see classic! There are a lot of no name movies out there you can buy, so is this just a way make people suffer?"
"4","old but very cute","This movie I was when i was a little girl and I have been looking for it and I finally found it. This is one of the sweetest cutest movies ever. I always forget that every single time it makes me cry but other than that it is a really great movie. I hope all of you enjoy!"
"5","Funny and sweet movie!","Over the years I have watched this movie several times. It is somewhat dated, but still worth a watch. Try it."
"5","savannah smiles","Savannah Smiles was the very first movie I saw when I got cable 25 yrs ago. My husband, myself and my 3 children thoroughly enjoyed the movie then and were even more happier to see it again now. And we sat there and watched it two more times that day, that's how much we loved it."
"3","Count on 2 weeks shipping","The product came as advertised but took almost 2 weeks to come in the mail."
"5","Beloved movie from childhood","I loved this movie as a child and loved when I watched it again as an adult. I wouldn't recommend it for small children to watch though, but older children and adults should watch this movie at some point in their lives. You gotta love Savannah. It makes you think about how much your kids know and how much they pick up on from parents and how naive they can be at the same time. Great movie. Maybe I'll watch it again tonight!"
"3","Informative but a difficult to decipher","I found this book difficult to digest. The language used throughout appears to be some form of official medical speak; so much so that - as an example - in one section, I could not determine whether the author advocated drinking cranberry juice or not (until the last sentence of that sections which seemed to suggest that it is a benefit). That being said, I found the information useful although not very clearly presented. I look forward to a revised edition in which the editor(s) revises the language so that it is comprehensible to those without a medical or nutrition background."
"5","Must read if you like history or people!!","I found this book a few years ago and read it cover to cover! Let us say that history is stranger than fiction. You will also learn that some of the scandals we have now have been done way before in American history. A great example is the voting debacle in Florida with George Bush. That was not the first time it has happened in American history regarding a presidential election miscount!! I am on this page now because I gave away this book years ago and REGRET it!I was watching a documentary on Sacco and Vanzetti and realized I had read about it in this book years ago!!MUST READ!!!"
"4","my thoughts","i really enjoyed this movie and thought it was fantastic, the acting as well as the presentation. for a change it lived up to my expectations. thanks."
"3","gran torino","This movie missed a golden opportunity to educate the american people of the great sacrifice of the Hmong people and the ongoing genocide of these people for their fierce fighting along side of our troops in Viet Nam."
"1","SAD RACIAL STEREO TYPES BONUS POOR ACTING","All I can say is my Love for Clint has been tested.Words like ""cracker"" ""hunky"". Did Archie Bunker write this?The slang was dated, obviously from his Dirty Harry days.Clint lines were the only ones delivered with meaning.The other ""actors"" sounded like they were rehearsing for a school play.The fondation was set, but nothing but nonsense was built upon it.The over zealous Father from the church was laughable.The Mhoung gang was funny as well.We found ourselves laughing at inappropriate times.PRO: NOT AS AWFUL AS SPIKE LEE'S MIRACLE AT ST ANNA."
"1","Horrible!!!!","To this day I still do not understand the praise this movie gets! I get what the movie is trying to do. I get the whole racism, old man in a new world, coming to terms with yourself...blah blah blah. Those things are all well and good if they are done in a halfway decent fashion. First off the acting is on par with any Soap Opera on TV. I could barley sit the through the thing because of this. I think I actually felt vomit touch the back of my throat trying to watch this movie. Second the whole story is just corny as hell. This is pretty much it ""Grumpy - Racist old man hates the world...takes sissy Asian kid under his wings...finds peace "". The last thing that really made me want to slit my own throat was the scene where Clint is so shocked that he drops his shot glass. It was so over dramatized....I can't even stand to talk about movie.Do you self a favor and skip this Over Hyped piece of garbage!"
"3","Eastwood works.","Haven't had time to watch it, but like Eastwood movies and heard it had good reviews."
"5","Great movie to own.","If you like Clint Eastwood you will enjoy having this movie in your collection. I recommend this movie to all audiences."
"5","Clint Eastwood fans should buy this movie!","This movie is a must have for Clint Eastwood fans. You will laugh, cry and go through a wide range of emotions from watching this film."
"4","I'm no hero.","Indeed, Walt Kowalski says he's no hero, and he isn't. Except that he is an old man deeply troubled enough by his acts in the Korean War to stand up for those unjustly persecuted. The story is compelling, but considering Eastwood's brilliance and success behind other films the star quality just did not convey in this one. Kowalski was well-acted, though it was Ahney Her as Sue who shone. She was the only one who seemed to be in the part and not just acting it. The flow of the film was a bit slow and its transitions quite choppy. The editing just did not seem to be on par, which resulted in some of characterization of Kowalski seeming contrived if not completely off. Despite its patchy qualities this film delivers a powerful story, that while potentially predictable does not detract from its power."
"3","Grand Torino DVD (Full Screen Edition)","All I Can Say Is, So I Don't Give Away What The Movie is About Is That I Did Not Like The Ending."
"2","How the Clint Stole Christmas","Seriously, can you believe this insipid film? At best, it's a good episode of ""CHiPS"" -- at worst, a bad episode of ""CHiPS"". And what horrid acting, all around! Hard to actually see Clint's heart growing bigger, but you know it did. Well, you assume as much. Don't you?"
